timestamp,content_quality_score,brand_voice_similarity,keyword_density,readability_score,word_count_accuracy,generation_time,heading_structure_score,seo_requirements_score,passes_requirements,actual_word_count,target_word_count
2025-11-22T00:50:48.725864,87.2813043478261,0.85,0.2347417840375587,41.85015114285977,29.600000000000005,45.816162109375,0.8,0.6666666666666666,False,1704,1000
2025-11-22T00:51:19.197908,88.33259259259259,0.85,0.07722007722007722,31.421011213456154,38.125,30.228822231292725,0.8,0.3333333333333333,False,1295,800
2025-11-22T00:52:02.660023,87.90603773584905,0.85,1.5591165006496317,26.56943100065405,0,43.33575963973999,0.8,0.6666666666666666,False,2309,900
2025-11-22T01:17:41.791564,83.91246542795962,0.85,0.4919184820801124,71.4157147018506,57.699999999999996,32.221704959869385,0.8,0.6666666666666666,False,1423,1000
2025-11-22T01:18:05.831902,84.6095150012288,0.85,0.5862646566164154,57.78192586267815,50.75000000000001,23.861233472824097,0.8,0.8333333333333334,False,1194,800
2025-11-22T01:18:33.376789,86.24185185185186,0.85,2.1621621621621623,62.86001819470701,35.55555555555555,27.45033311843872,0.8,1.0,False,1480,900
2025-11-22T01:19:56.209845,85.47571901525853,0.85,0.628930817610063,69.16863969465649,72.8,19.847407579421997,0.8,0.8333333333333334,False,1272,1000
2025-11-22T01:20:12.375362,77.76833947489118,0.85,0.56657223796034,62.86225598935226,67.625,15.98790717124939,0.8,0.8333333333333334,False,1059,800
2025-11-22T01:20:28.864061,86.3242105263158,0.85,1.6799292661361624,58.07672029702974,74.33333333333334,16.381927967071533,0.8,1.0,False,1131,900
2025-11-22T01:31:14.315145,86.1309090909091,0.85,0.16366612111292964,62.98539852743531,47.25,21.96111226081848,0.8,0.8333333333333334,False,1222,800
2025-11-24T15:55:45.797452,87.25470588235294,0.85,1.023391812865497,46.179209770114966,29.000000000000004,23.127469301223755,1.0,0.8333333333333334,False,1368,800
2025-11-24T16:04:03.831413,86.21872340425533,0.85,1.4347202295552368,62.25102467554811,25.749999999999996,26.925285816192627,1.0,0.8333333333333334,False,1394,800
2025-11-24T16:07:50.995413,86.11200000000001,0.85,0.6306937631394535,63.122377172280665,21.625000000000007,25.794480085372925,1.0,0.8333333333333334,False,1427,800
2025-11-24T17:29:46.234090,81.65686245419833,0.85,1.873536299765808,61.29539095242009,93.25,22.193406105041504,1.0,0.8333333333333334,False,854,800
2025-11-24T17:31:21.229661,69.0085749680523,0.85,1.3253012048192772,75.8093787878788,96.25,19.01002526283264,1.0,0.8333333333333334,False,830,800
2025-11-24T23:45:23.989521,82.77222492155451,0.85,3.3361847733105217,61.60877225866918,53.87500000000001,25.382065534591675,1.0,0.8333333333333334,False,1169,800
2025-11-25T00:10:02.381540,86.40216216216217,0.85,1.0256410256410255,48.48564613210513,53.75,26.018765687942505,1.0,0.8333333333333334,False,1170,800
2025-11-25T00:18:34.140044,86.57703703703704,0.85,2.42024202420242,51.43908036354941,86.375,21.358790636062622,1.0,0.8333333333333334,False,909,800
2025-11-25T00:24:44.429346,84.57790272151412,0.85,1.6363636363636365,53.51720096892751,62.5,24.517922163009644,1.0,0.8333333333333334,False,1100,800
2025-11-25T00:26:38.786024,86.99405405405406,0.85,1.7316017316017316,43.18001163752976,26.749999999999996,22.759767055511475,1.0,0.8333333333333334,False,1386,800
2025-11-25T00:28:06.771532,88.14,0.85,1.285583103764922,39.929154086995425,63.87499999999999,19.306063175201416,1.0,0.8333333333333334,False,1089,800
2025-11-25T00:31:10.205041,87.71600000000001,0.85,1.3274336283185841,45.1609,58.75,17.697426080703735,1.0,0.6666666666666666,False,1130,800
2025-11-25T11:19:45.113629,88.14256410256411,0.85,0.8914525432616675,46.54439128399915,72.86666666666667,37.45507597923279,1.0,1.0,False,1907,1500
2025-11-25T11:44:42.802875,88.1791304347826,0.85,1.565217391304348,37.15706526290603,56.25,26.04951524734497,1.0,0.8333333333333334,False,1150,800
2025-11-25T11:46:21.551562,86.77478260869566,0.85,2.5485436893203883,42.66082649744624,97.0,15.705119848251343,1.0,0.8333333333333334,False,824,800
2025-11-25T11:47:36.862419,79.94978102724343,0.85,2.0706455542021924,58.36351393188855,97.375,16.92014718055725,1.0,0.8333333333333334,False,821,800
2025-11-25T11:48:23.802111,80.20626167330242,0.85,1.4981273408239701,59.690931194433745,99.875,16.594937086105347,1.0,0.8333333333333334,False,801,800
2025-11-25T12:12:59.182598,82.95746869465256,0.85,1.509433962264151,58.685794655414924,99.375,32.94948983192444,1.0,0.8333333333333334,False,795,800
2025-11-25T12:44:03.438108,80.49095622662205,0.85,0.5089058524173028,56.62600000000003,42.800000000000004,65.19783282279968,1.0,0.8333333333333334,False,2358,1500
2025-11-25T13:06:12.240450,87.14434782608696,0.85,1.639344262295082,51.82233283665491,85.625,34.65958857536316,1.0,0.8333333333333334,False,915,800
2025-11-26T15:21:36.964206,93.34,0.85,1.675977653631285,43.74689606741575,88.125,46.244526386260986,1.0,0.8333333333333334,False,895,800
2025-11-26T15:25:21.679718,87.11202693689782,0.85,1.644398766700925,48.2170002233639,78.375,32.04147148132324,1.0,0.8333333333333334,False,973,800
2025-11-26T15:26:59.818382,84.00492981766052,0.85,2.0874751491053676,57.102414357296254,74.25,35.035948753356934,1.0,0.8333333333333334,False,1006,800
2025-11-26T15:28:38.242041,82.2875195238239,0.85,1.843817787418655,56.60518723469454,84.75,31.482607126235962,1.0,0.8333333333333334,False,922,800
2025-11-26T15:51:40.809010,77.71339185686253,0.85,1.6985138004246285,63.01066586050197,82.25,43.16651630401611,1.0,0.8333333333333334,False,942,800
